5,86
6,90
4,78
6,81
1,91
5,75
1,86
1,63
1,45
4,72
6,67
2,88
5,55
1,49
4,86
2,73
1,74
1,78
5,92
1,87
4,60
4,82
6,82
5,89
6,47
1,70
4,41
1,56
5,56
5,64
4,79
5,73
4,87
5,40
4,78
6,62
4,53
4,48
5,79
1,81
4,56
4,40
1,50
6,74
1,55
1,43
5,96
5,70
4,87
4,68
5,65
5,52
5,72
5,81
2,49
5,71
5,53
1,42
6,92
5,55
5,73
4,70
4,89
5,70
4,78
4,46
4,88
6,85
1,49
1,61
5,49
5,50
5,85
6,62
5,65
5,75
1,59
1,58
5,58
6,70
1,73
5,81
4,40
4,40
1,44
5,60
4,84
5,77
5,40
6,57
5,46
1,62
2,51
4,60
5,80
5,54
1,56
6,41
5,86
5,87
4,49
5,92
4,49
2,90
2,71
5,82
4,95
4,77
5,76
4,64
5,77
5,75
4,63
5,51
5,69
5,83
5,51
4,40
5,95
6,43
1,63
4,63
6,80
4,40
5,74
5,49
5,50
5,61
6,75
5,58
4,51
1,44
1,70
1,53
1,94
4,91
5,90
4,50
6,52
1,71
1,86
2,94
4,92
1,79
2,42
1,71
1,53
4,55
4,73
1,54
5,56
1,79
4,80
4,77
6,49
5,48
4,59
5,88
1,86
4,62
6,54
1,96
2,56
4,77
6,75
5,75
1,56
1,70
5,95
5,44
6,65
2,77
6,78
5,63
6,66
1,71
2,83
5,79
1,88
5,87
5,62
6,79
5,72
2,61
4,77
6,66
1,78
1,62
1,94
5,41
2,80
6,82
2,53
4,78
5,60
4,70
6,87
6,86
1,80
5,60
5,95
1,84
4,66
1,89
4,51
1,87
5,90
4,46
6,79
1,68
4,62
5,64
5,61
4,48
4,97
5,97
6,90
1,43
4,81
6,92
5,91
6,57
4,52
6,54
5,63
1,68
5,92
6,64
6,86
4,80
5,42
2,96
5,94
4,89
5,61
5,48
4,85
1,75
5,95
4,81
1,70
1,40
4,47
2,68
1,76
6,86
5,44
5,71
6,86
5,92
4,64
1,72
6,55
1,47
1,93
1,92
5,67
5,67
1,78
2,78
4,94
5,76
5,54
1,48
5,74
5,77
4,83
6,71
6,82
1,41
4,41
5,92
4,91
5,51
1,90
6,61
6,90
4,96
5,68
2,56
2,81
1,78
5,57
1,48
5,52
1,63
1,68
6,90
1,65
5,66
6,41
4,48
4,41
1,96
4,66
1,75
5,56
4,60
6,68
5,77
5,91
4,73
4,82
4,92
5,96
5,77
2,52
5,76
6,48
5,83
5,60
1,79
5,43
2,68
5,67
5,89
2,90
6,60
5,49
4,40
5,70
5,44
1,75
6,70
5,96
1,77
4,63
5,90
4,92
4,45
6,60
1,62
4,52
4,91
4,85
4,43
6,50
5,59
5,89
5,66
1,43
5,51
5,67
5,96
1,93
5,59
1,84
4,71
5,56
4,63
1,81
5,89
5,93
1,40
4,41
6,55
4,47
2,57
4,65
6,72
1,65
2,95
4,73
1,91
4,70
5,43
5,43
5,78
5,45
5,83
5,44
4,93
4,58
2,78
1,66
5,56
5,50
4,86
4,90
1,73
4,76
6,47
4,75
1,91
6,73
5,41
5,70
6,41
5,70
4,89
5,81
5,89
4,57
5,46
4,92
5,52
1,61
1,84
4,85
6,52
4,82
1,92
1,76
5,86
4,43
4,90
2,75
1,87
1,73
4,94
4,65
4,73
1,61
6,94
4,47
5,61
5,48
1,50
1,59
4,50
1,70
6,80
6,81
6,51
5,48
4,88
6,96
1,87
1,66
2,86
5,77
1,58
1,65
5,87
1,74
5,52
4,60
1,60
6,71
4,88
5,77
5,44
2,55
2,72
4,73
5,90
1,80
4,59
5,85
2,50
6,41
4,46
1,93
5,68
5,57
4,45
6,83
5,71
5,60
4,93
5,71
5,87
5,89
4,91
1,78
1,40
4,56
5,74
5,96
5,89
5,69
5,68
4,95
2,79
4,82
6,84
1,74
5,41
1,73
4,64
2,61
4,76
1,43
4,48
4,85
1,70
6,50
4,89
4,88
1,83
4,88
5,76
4,49
4,49
1,59
4,80
5,71
2,83
1,47
4,82
4,95
5,95
1,94
2,84
1,51
5,85
1,93
5,88
5,71
6,77
1,66
4,45
1,54
4,55
4,42
6,78
1,74
5,82
6,68
6,51
1,66
5,87
2,63
1,52
1,71
4,68
5,47
4,82
4,70
1,59
1,70
6,54
4,86
1,66
5,62
1,68
1,59
5,41
1,42
5,79
4,69
4,59
4,47
2,48
4,94
1,96
6,85
2,62
4,44
5,75
1,93
4,69
6,58
6,53
1,46
4,85
5,89
6,52
4,74
4,45
6,46
4,71
1,44
5,48
4,70
5,77
1,48
1,53
5,53
5,85
1,48
5,59
1,93
4,91
4,87
4,90
5,46
5,79
1,58
1,82
1,45
1,48
6,67
5,84
1,87
4,68
1,81
4,70
1,91
1,82
5,75
1,76
5,40
5,64
1,52
5,48
1,76
6,68
4,56
4,92
4,56
4,42
2,43
1,71
1,72
2,76
1,79
5,97
1,58
5,88
6,96
1,86
2,58
5,86
5,96
5,48
1,96
5,42
1,76
4,81
4,83
4,41
5,65
5,40
4,47
1,68
1,67
5,61
2,56
5,77
4,72
5,95
1,97
5,57
5,59
5,53
1,88
4,48
2,89
4,58
1,97
4,64
6,77
4,63
1,91
5,78
5,40
2,78
1,85
4,58
1,82
1,41
5,45
5,86
1,76
4,70
1,51
6,92
1,89
1,44
5,67
2,74
5,75
4,86
1,69
5,60
4,65
1,83
2,88
1,44
5,45
4,87
1,91
1,48
4,75
4,75
1,41
2,59
5,61
6,57
1,76
6,81
4,87
4,70
1,73
4,88
4,53
6,88
2,92
4,76
4,76
1,83
1,42
5,80
4,72
1,85
5,77
6,42
1,49
6,52
4,60
5,89
6,85
6,84
5,70
1,78
5,65
6,63
5,58
2,74
5,94
5,77
1,92
1,87
1,94
6,97
5,47
1,91
6,64
1,67
5,85
6,62
1,88
5,95
5,97
5,50
4,57
4,75
4,72
1,45
1,83
1,65
6,93
4,57
1,76
1,62
5,95
5,85
5,83
1,58
1,86
1,83
1,82
4,67
5,90
4,48
2,89
6,41
5,73
6,69
6,81
1,46
5,89
1,80
4,62
5,89
4,57
4,56
5,63
1,67
1,40
4,47
4,66
2,55
1,97
5,97
6,89
5,78
5,78
5,51
1,69
5,62
6,83
1,85
1,69
5,71
1,97
1,90
1,63
5,80
6,93
4,68
6,52
4,89
5,73
6,56
4,72
6,67
6,86
5,97
4,73
5,83
6,93
4,88
4,84
5,82
1,50
5,65
1,80
5,45
1,85
4,89
4,60
2,83
1,40
6,79
1,89
5,54
5,83
6,48
2,84
1,69
1,87
5,84
1,88
1,94
1,40
4,69
6,45
4,73
6,74
4,93
4,57
4,91
4,46
5,90
5,44
4,63
5,63
1,59
1,43
1,61
6,40
5,56
5,76
1,50
5,57
4,71
5,61
4,95
6,66
5,79
5,97
1,72
5,62
6,89
6,63
6,59
5,73
4,66
5,63
5,97
5,65
1,66
1,85
4,50
6,71
5,83
5,95
4,97
4,74
6,49
1,72
5,42
1,76
4,81
6,50
5,51
4,44
4,47
5,94
5,41
4,57
5,90
5,40
4,82
5,84
5,41
5,96
1,95
5,93
5,92
1,80
4,46
4,82
5,71
1,46
6,47
5,58
5,89
5,70
1,77
5,89
4,73
6,54
4,60
2,62
4,81
1,45
5,43
1,97
4,64
5,63
5,88
4,53
5,75
4,52
4,61
5,78
1,62
6,61
5,83
4,78
5,42
1,41
4,70
2,97
6,89
4,57
1,91
4,60
5,63
4,90
1,48
1,88
5,82
4,51
4,41
1,92
2,78
5,60
5,45
5,59
5,48
4,95
5,51
2,72
4,58
4,70
4,43
5,55
2,74
4,84
4,95
5,71
2,47
4,47
5,44
1,52
2,82
1,61
1,77
5,87
2,69
4,91
1,74
5,49
4,86
5,90
4,88
4,95
2,60
4,77
1,77
4,95
1,52
1,53
1,40
4,96
2,94
5,88
5,68
4,47
4,48
1,75
1,47
5,64
4,61
5,81
1,61
1,73
2,52
6,42
1,81
5,52
5,83
6,78
6,64
6,65
1,52
4,82
4,52
6,89
4,44
4,44
5,93
1,96
5,64
6,41
1,91
5,40
5,74
1,78
6,52
5,84
4,75
4,46
1,51
6,43
1,75
1,72
1,56
5,62
4,87
1,85
5,47
2,47
1,51
5,74
1,44
5,76
1,80
1,77
5,42
5,81
6,91
4,84
4,77
4,49
1,76
5,84
4,42
5,57
5,86
5,46
4,64
1,75
1,50
4,48
5,88
5,55
6,47
1,74
4,76
5,90
6,96
1,79
4,55
4,68
1,47
1,40
2,56
2,92
5,87
4,54
5,78
2,68
5,65
1,86
1,64
4,68
1,79
1,50
5,63
1,61
5,40
6,96
4,58
6,57
4,50
6,55
2,57
5,44
4,67
2,54
1,46
4,76
1,64
5,91
1,80
5,64
5,56
5,51
1,60
5,51
6,44
1,50
1,64
1,59
1,66
6,46
1,46
5,63
4,57
2,84
5,53
1,89
4,72
5,68
5,71
5,52
1,61
5,61
4,96
1,93
1,43
1,40
4,87
5,91
4,47
5,56
5,68
6,81
4,74
5,56
1,89
5,72
4,80
5,78
6,79
2,61
4,46
6,76
6,74
6,83
6,81
4,67
4,64
4,97
4,42
5,83
5,65
4,83
1,72
4,66
1,75
5,97
1,96
1,90
5,97
1,86
2,74
1,79
4,47
5,81
1,52
5,65
1,66
5,59
5,96
4,64
4,80
6,83
5,63
4,86
4,47
4,40
4,88
4,60
6,69
5,59
4,95
4,42
4,49
4,51
1,83
5,89
6,85
6,57
4,79
2,77
4,58
1,87
4,83
2,60
1,53
5,72
1,61
4,89
4,68
1,75
5,93
5,45
4,92
4,88
1,60
6,40
2,76
1,49
4,94
6,92
4,49
1,56
1,66
5,62
1,48
5,80
4,50
1,60
5,93
5,48
4,53
4,82
4,97
1,66
1,96
5,41
1,91
5,84
5,63
1,87
5,63
4,73
2,61
5,45
4,74
5,97
5,83
4,50
1,77
5,73
5,85
5,82
4,82
5,43
5,91
5,60
4,48
4,81
1,91
6,43
4,49
4,78
4,42
4,67
6,85
6,84
1,45
6,86
1,93
1,83
2,91
4,49
4,73
5,57
5,91
4,65
5,50
4,54
5,59
5,61
5,41
1,42
2,88
1,78
5,60
5,42
1,67
1,70
4,49
1,45
1,45
4,63
5,59
6,80
4,82
6,56
4,47
5,43
5,76
2,70
4,49
5,49
6,41
1,82
5,71
4,72
5,80
6,75
1,93
1,80
4,52
5,82
1,71
5,72
5,64
1,43
4,89
6,77
4,75
2,81
1,51
1,52
4,42
5,54
4,47
4,72
1,84
4,47
4,82
4,86
5,62
6,70
5,97
1,90
2,50
4,89
6,63
5,49
4,72
5,86
5,88
4,56
4,60
2,78
6,60
1,59
4,61
5,47
4,44
5,78
5,57
6,90
1,72
4,65
5,69
5,49
1,43
4,43
5,68
5,65
6,42
1,40
2,69
1,60
1,92
5,60
4,88
4,62
5,57
5,93
6,88
4,46
4,68
6,66
6,86
1,89
4,51
5,64
5,47
2,79
4,41
6,77
5,43
1,78
1,56
4,67
1,43
6,80
1,45
2,89
5,40
2,64
1,50
2,50
1,42
6,46
5,54
4,58
5,67
6,89
1,46
1,84
1,71
6,93
1,89
1,52
1,59
5,75
6,85
1,96
1,65
1,72
1,58
4,86
1,45
1,42
5,80
5,71
4,85
4,40
5,87
1,82
5,62
5,66
1,66
1,94
1,61
4,71
5,89
2,86
5,78
5,51
1,69
6,77
1,83
5,85
1,91
1,70
5,56
5,74
1,68
5,73
1,78
1,46
4,72
5,66
4,60
1,76
4,70
5,81
6,92
5,49
2,47
4,49
5,67
1,85
1,57
5,97
4,48
1,42
4,82
5,69
5,47
2,90
4,60
4,77
5,80
5,50
2,81
4,43
4,54
5,82
5,74
2,69
5,80
5,81
4,73
5,64
6,97
4,93
5,57
4,57
5,44
4,80
6,51
4,49
1,52
2,54
