5,98,75
4,230,70
2,258,80
1,77,51
1,40,87
1,130,82
4,263,68
1,152,94
2,135,78
4,134,51
1,202,44
1,40,96
1,144,52
2,34,68
1,198,76
4,195,92
1,247,53
1,109,48
2,234,77
4,33,50
5,53,61
1,199,66
5,89,90
5,128,45
4,256,74
6,149,84
4,32,86
5,240,42
5,173,73
5,115,64
1,123,82
5,210,50
1,142,89
5,70,85
1,214,65
1,67,72
6,63,85
4,145,48
5,72,68
6,209,92
1,171,61
1,124,50
2,141,50
2,126,50
4,102,73
2,58,79
6,207,46
4,194,87
4,106,74
4,39,50
5,46,47
5,87,60
1,123,40
5,162,63
2,251,71
5,138,78
6,112,77
5,110,81
5,212,49
2,49,95
5,224,60
6,103,41
5,87,51
5,70,95
4,146,73
4,41,73
5,163,59
1,67,76
4,102,95
1,109,75
4,91,70
1,86,44
1,165,87
6,63,52
5,53,67
1,73,64
2,218,83
5,255,83
4,32,89
6,48,41
5,108,95
5,68,78
5,64,97
5,80,44
4,156,60
2,129,83
5,78,63
5,240,58
5,188,51
2,179,97
1,124,51
4,155,73
4,195,56
5,262,49
5,220,97
6,232,63
1,73,42
6,170,46
1,189,71
4,92,77
1,38,56
4,145,41
5,80,74
1,180,71
6,112,87
4,106,79
1,221,52
4,155,61
6,238,96
5,89,49
4,41,49
4,42,57
4,195,56
1,249,85
1,197,41
5,167,96
5,248,81
5,64,62
6,257,97
1,172,49
1,196,70
5,193,65
1,196,42
5,72,41
4,134,56
1,158,43
5,70,78
1,65,56
6,95,49
5,188,89
1,124,91
5,108,78
2,36,83
5,248,87
4,100,47
6,216,78
6,103,63
6,209,81
4,185,82
1,177,59
2,129,90
4,148,63
1,158,91
1,176,78
1,260,77
5,262,71
5,128,51
2,258,50
5,108,72
1,158,89
4,243,60
5,220,92
1,158,91
6,157,73
1,237,80
5,108,42
5,188,86
4,102,86
6,103,60
4,125,82
5,169,44
1,221,60
4,88,88
5,117,40
4,125,54
6,157,54
4,42,80
6,63,58
5,222,60
2,250,81
1,86,96
1,198,75
4,155,53
5,53,71
4,266,60
5,255,66
5,53,88
6,149,56
1,202,88
1,73,94
5,188,90
1,136,90
5,255,73
5,160,92
1,158,53
5,210,87
5,169,90
2,206,88
5,240,71
4,264,81
1,197,82
1,231,84
5,44,62
1,180,90
1,152,45
6,203,41
5,114,43
5,212,71
5,44,63
1,171,48
1,151,56
6,111,74
4,137,67
5,70,83
1,172,47
1,31,96
5,160,85
5,193,70
4,146,40
5,89,91
5,98,73
5,110,45
5,138,96
5,160,62
5,54,67
5,248,44
6,122,89
1,136,84
1,152,62
4,120,43
1,35,96
4,145,76
4,45,52
2,250,89
5,169,60
1,221,81
5,117,57
5,248,89
1,136,72
5,54,51
4,92,56
5,114,83
5,70,57
5,193,83
4,102,63
1,130,68
6,149,40
5,110,59
6,43,89
1,38,40
5,46,87
5,220,44
1,67,78
1,204,68
5,114,82
1,38,45
4,150,81
4,102,85
5,210,82
5,80,85
1,67,76
4,266,62
1,196,91
6,83,81
1,51,80
1,51,92
5,87,74
4,181,60
1,242,87
5,44,55
5,262,60
1,142,43
4,41,40
5,208,47
1,237,83
5,72,91
4,88,89
6,257,90
4,106,86
5,160,97
5,64,52
5,78,83
2,34,94
4,120,51
2,139,55
1,242,53
4,120,75
1,213,61
4,256,51
4,39,73
1,123,60
4,155,96
4,264,73
5,78,61
4,69,44
6,229,80
5,190,63
5,108,94
1,247,79
4,243,64
6,216,86
1,40,76
4,256,82
4,42,76
5,108,76
4,263,77
4,120,45
1,77,45
6,48,64
4,39,64
5,64,45
5,212,45
1,172,82
6,229,77
1,142,40
5,208,75
5,169,45
4,42,76
1,109,50
5,208,43
4,39,97
1,200,48
1,67,74
1,214,84
5,160,77
4,194,88
2,206,96
4,194,81
4,266,60
1,180,78
5,210,83
5,98,76
5,64,48
5,224,59
6,252,79
5,265,48
2,192,84
4,150,52
4,102,72
1,199,86
1,123,50
4,88,95
5,54,41
1,231,70
4,131,64
6,178,92
5,160,91
5,163,49
5,115,58
4,181,48
5,114,67
5,128,93
6,95,52
4,155,76
4,264,67
4,102,77
4,100,91
4,156,60
5,212,52
6,211,47
5,87,51
4,243,44
6,157,93
4,42,51
5,115,74
1,213,51
6,203,89
1,177,58
4,156,57
1,152,66
4,131,66
1,65,89
1,260,43
4,150,42
6,122,90
5,78,86
5,37,89
5,162,56
5,79,62
4,195,54
6,101,70
4,100,53
1,65,77
1,237,73
1,67,42
1,130,43
6,75,64
6,52,57
5,89,71
1,77,83
5,46,83
5,79,90
5,54,80
4,266,80
1,198,53
5,162,44
5,70,60
1,151,50
2,239,56
1,242,66
5,167,64
4,91,86
5,212,61
2,60,62
6,95,41
5,78,82
1,152,42
6,43,51
5,224,41
4,106,43
4,230,66
4,148,47
2,245,49
6,112,54
4,133,47
1,165,67
4,263,66
5,64,59
5,255,74
4,243,57
4,45,73
1,204,63
5,54,40
1,237,74
5,262,57
1,249,92
4,156,48
4,155,91
4,32,91
4,263,60
1,109,82
4,181,49
4,185,72
1,142,86
4,125,81
5,80,74
1,199,41
4,33,82
6,241,89
5,114,79
2,245,69
6,178,84
5,169,63
5,54,64
1,242,94
6,154,70
5,117,89
6,101,83
4,134,69
6,101,89
6,184,80
4,42,46
6,238,81
4,41,72
4,41,91
4,256,84
5,167,93
5,89,64
4,39,78
4,39,88
5,162,52
6,48,91
1,189,46
4,133,77
6,52,82
6,201,75
4,100,72
4,185,82
2,60,56
1,231,79
5,162,89
1,165,44
4,143,46
2,47,90
5,108,68
6,228,67
6,228,49
5,160,49
2,71,54
4,133,90
5,173,75
5,173,79
2,58,84
1,231,72
4,156,92
1,260,79
5,53,60
4,145,47
4,148,42
1,65,88
4,100,82
1,202,68
4,88,58
1,177,83
1,189,40
5,110,77
5,240,40
1,124,93
6,75,53
4,91,55
4,230,76
1,247,62
1,202,49
2,234,92
1,35,85
4,91,65
4,120,82
5,138,53
1,176,90
5,262,62
4,143,86
5,262,80
5,265,61
5,212,56
6,153,71
4,69,47
6,63,75
4,143,64
1,196,86
5,220,63
1,142,50
6,207,78
5,212,93
5,162,58
1,214,61
1,31,41
6,90,69
1,180,84
6,207,54
5,78,94
5,72,51
1,176,54
1,247,48
1,109,93
5,248,90
2,49,48
1,231,97
6,170,74
5,138,43
1,221,67
5,37,44
4,194,72
1,144,89
1,189,71
4,266,89
4,230,77
4,194,82
1,40,81
4,41,59
1,31,59
4,150,75
5,173,89
4,143,41
5,173,52
1,31,64
4,39,46
5,240,97
1,200,74
2,126,74
5,193,93
5,37,85
4,92,57
5,108,48
1,180,75
1,189,80
5,193,41
2,93,54
1,249,46
4,264,71
5,240,56
4,137,71
5,98,83
1,214,97
4,102,91
1,86,43
1,198,52
1,144,60
5,240,71
1,172,46
1,254,68
1,176,75
1,180,73
6,175,83
5,70,79
2,253,84
5,50,83
5,79,40
4,148,77
2,218,57
1,237,70
4,266,70
4,263,78
5,98,78
1,247,73
4,131,64
6,233,52
5,210,77
5,98,57
1,213,93
1,200,58
5,190,89
2,147,47
1,165,40
5,117,56
2,235,92
5,44,95
5,50,90
6,257,62
2,253,78
6,184,71
6,178,86
1,109,79
4,195,87
5,115,51
6,175,81
5,46,53
4,185,74
1,172,86
6,75,90
5,117,91
4,125,51
2,118,51
1,136,61
4,185,55
4,195,49
4,125,68
4,264,72
2,36,58
6,81,41
2,84,89
5,138,96
5,169,60
1,200,63
1,67,61
4,181,78
4,91,63
5,255,97
4,217,58
4,145,42
4,256,66
2,161,62
6,48,47
5,87,63
4,42,60
4,143,50
1,40,59
5,54,48
5,115,89
6,101,61
2,258,76
1,254,41
5,169,42
5,78,67
1,171,76
4,185,72
6,232,96
1,136,93
1,40,91
4,133,70
5,44,63
4,125,70
5,167,55
5,210,65
6,94,92
4,45,86
1,202,75
5,37,78
6,94,54
5,212,89
1,198,92
5,115,40
1,38,58
5,117,65
4,256,95
6,112,46
4,256,78
4,256,69
6,103,94
5,265,86
5,80,84
5,110,93
4,131,89
4,263,49
4,137,90
6,228,85
5,108,92
4,194,70
5,53,67
1,86,87
4,41,52
5,87,97
1,189,63
5,79,67
5,188,66
1,40,65
5,114,57
4,137,47
5,72,88
4,133,97
5,265,70
4,88,68
1,180,96
4,264,57
1,254,89
5,46,71
1,124,40
1,51,93
6,43,41
6,252,93
6,111,55
5,53,64
5,220,84
6,111,57
1,177,71
4,91,46
6,154,79
4,185,87
5,79,71
6,227,64
4,106,62
2,84,74
4,45,93
5,80,46
6,201,45
4,45,58
4,217,67
4,33,52
5,160,73
6,228,66
6,94,52
5,89,77
5,50,96
5,72,62
1,197,61
5,115,97
4,230,47
4,230,72
5,255,89
5,190,81
5,248,75
5,87,45
1,152,72
5,224,72
1,176,76
5,138,92
1,172,87
1,180,44
1,31,85
4,92,75
6,175,90
4,263,49
1,77,80
5,163,90
1,196,43
1,124,72
1,237,51
5,224,97
5,224,63
1,38,87
1,176,59
6,201,75
5,37,41
6,232,69
4,125,80
6,203,88
5,163,69
1,213,44
4,33,59
1,109,40
5,78,44
4,195,52
5,167,40
4,106,70
6,101,56
6,122,67
1,221,71
4,102,83
6,207,68
2,71,61
6,154,84
4,181,64
5,248,71
4,106,95
4,155,80
4,194,59
4,32,88
5,222,40
6,95,85
1,142,40
4,134,56
6,238,55
4,69,95
5,173,65
4,217,49
6,227,96
6,81,86
6,122,42
6,229,48
5,115,64
4,134,49
4,131,40
1,151,93
4,181,49
2,118,61
6,170,85
4,88,58
4,145,40
1,35,87
5,220,50
4,42,53
1,198,83
6,90,86
5,190,63
4,181,91
4,146,47
5,89,51
4,133,48
4,134,61
2,192,78
1,197,91
5,255,68
5,190,85
5,68,73
6,241,79
4,146,72
4,143,65
4,148,71
1,199,46
1,124,83
5,138,93
1,247,78
1,196,86
6,209,43
5,208,49
1,202,49
2,141,73
1,254,40
1,242,94
1,171,57
6,203,79
5,128,47
1,51,52
1,65,49
2,161,60
6,149,50
4,146,92
5,262,55
4,91,49
2,218,60
5,46,95
1,151,76
5,265,88
4,137,41
1,86,42
4,185,85
6,178,59
5,108,41
4,194,57
6,153,86
5,167,89
2,93,79
5,188,79
4,69,68
1,73,97
2,179,64
1,130,76
2,49,94
5,208,73
1,109,64
4,181,95
5,162,80
6,153,67
1,172,66
1,213,70
1,254,79
6,233,85
1,242,95
5,79,54
2,250,74
5,98,65
5,44,80
4,45,86
5,167,86
5,163,81
5,224,63
4,33,75
1,51,69
6,83,60
5,138,92
1,165,50
1,204,97
4,91,80
2,147,56
4,131,88
5,50,48
4,263,40
1,142,69
4,91,53
2,135,78
4,156,87
6,203,92
5,188,51
1,51,91
1,35,91
5,50,42
1,231,56
5,240,51
1,177,78
2,234,82
1,35,76
5,169,77
5,44,82
1,247,65
4,69,40
1,204,87
2,159,89
1,31,48
5,78,49
5,222,56
5,68,74
4,195,48
1,260,67
6,94,90
4,32,43
5,53,97
4,92,61
4,88,96
4,150,82
1,242,55
1,152,65
5,138,62
6,81,83
5,98,64
1,204,80
5,115,56
1,171,42
2,47,74
4,137,79
1,73,78
1,158,88
4,69,85
2,84,86
4,155,47
5,37,89
5,188,77
5,167,87
6,103,52
1,199,61
5,248,61
1,176,74
4,256,94
1,221,54
4,217,83
5,117,74
5,117,69
1,199,80
5,173,60
5,98,91
4,256,50
5,37,89
2,191,78
5,163,75
4,32,43
4,134,67
4,134,41
5,54,65
2,206,59
5,87,48
5,240,77
4,88,63
5,44,43
5,212,78
1,86,46
5,265,80
4,88,49
5,117,85
1,136,51
1,221,92
4,120,44
6,153,88
1,247,62
4,33,74
6,232,41
5,37,97
5,210,76
4,41,48
1,213,69
5,193,75
2,239,52
6,184,82
4,243,93
6,52,71
1,200,87
5,79,88
5,222,90
1,123,75
1,197,61
4,150,70
5,80,52
5,208,81
6,95,65
4,125,87
5,262,95
4,120,89
4,264,81
1,260,85
5,53,65
5,167,42
2,191,43
1,109,72
4,266,62
1,204,66
1,260,72
1,35,48
5,72,88
5,224,80
6,211,68
1,249,76
6,252,52
6,252,80
5,110,86
5,50,84
6,52,92
5,78,60
1,249,59
5,110,77
5,138,69
6,241,40
5,240,48
1,144,52
5,193,75
2,251,42
4,134,65
5,255,54
1,144,66
6,216,50
5,248,86
4,148,45
4,185,70
4,150,87
2,58,55
5,64,61
4,137,82
1,86,68
5,193,84
5,193,68
1,197,53
1,77,56
5,110,68
6,209,86
5,193,65
5,265,97
5,173,59
2,179,86
4,195,89
1,165,77
1,31,58
4,146,93
4,42,89
6,178,44
5,173,65
2,192,47
5,89,87
2,161,57
5,114,54
4,45,73
6,184,42
1,196,60
5,87,76
5,87,82
5,64,61
4,45,92
4,266,70
5,114,90
5,262,91
1,204,96
4,102,97
2,147,68
5,220,96
4,145,95
1,231,48
5,110,94
1,51,70
5,46,75
1,199,50
6,175,72
5,128,45
1,171,62
4,217,69
4,42,48
5,210,56
6,154,62
5,68,44
4,106,47
2,126,77
4,143,65
1,171,67
1,77,80
2,251,76
1,231,85
5,162,95
5,64,87
1,242,43
4,33,54
5,163,41
5,160,66
5,108,76
1,73,45
4,264,62
6,154,96
4,131,88
2,71,68
1,200,93
1,136,70
1,171,68
1,199,76
5,114,81
1,67,59
6,111,66
5,79,49
5,160,76
5,265,82
1,197,71
4,148,47
4,150,71
1,130,90
5,162,75
5,163,41
1,237,94
5,222,48
6,232,66
4,32,67
2,121,47
4,264,48
